C1_12-18_bin19-k141_2550623_8	IdrP_like_TIER2|GCA_001715975.1|ODJ89650.1	87.0	368	48	0	1	368	1	368	1.75e-246	666	368	368
C1_12-18_bin19-k141_2550623_8	IdrP_like_TIER2|GCA_011051715.1|HEB97087.1	83.7	368	60	0	1	368	1	368	1.87e-241	653	368	368
C1_12-18_bin19-k141_2550623_8	IdrP_like_TIER2|GCA_000224925.2|EGW55493.1	78.3	368	80	0	1	368	1	368	1.85e-225	613	368	368
C1_12-18_bin19-k141_2550623_8	IdrP_like_TIER2|GCA_000224455.2|EGV52496.1	78.3	368	80	0	1	368	1	368	2.62e-225	612	368	368
C1_12-18_bin19-k141_2550623_8	IdrP_like_TIER2|GCA_001443665.1|KRT55331.1	78.0	368	81	0	1	368	1	368	5.04e-223	607	368	368
C1_12-18_bin19-k141_2550623_8	IdrP_like_TIER2|GCA_003934975.1|RRS37422.1	78.0	368	81	0	1	368	1	368	1.38e-220	600	368	368
C1_12-18_bin19-k141_2550623_8	IdrP_like_TIER2|GCA_003660235.1|RLJ20930.1	76.6	368	86	0	1	368	1	368	2.65e-218	595	368	368
C1_12-18_bin19-k141_2550623_8	IdrP_like_TIER2|GCA_003660225.1|RLJ20878.1	76.4	368	87	0	1	368	1	368	1.08e-217	593	368	368
C1_12-18_bin19-k141_2550623_8	IdrP_like_TIER2|GCA_011371325.1|HHB91636.1	66.1	360	120	1	11	368	8	367	3.47e-181	501	368	367
C1_12-18_bin19-k141_2550623_8	IdrP_like_TIER2|GCA_000785145.2|KHD08439.1	68.2	355	109	2	16	368	15	367	4.93e-181	500	368	367
C1_12-18_bin19-k141_2550623_8	IdrP_like_TIER2|GCA_003864255.1|RRJ85034.1	64.9	333	115	2	38	368	23	355	1.70e-164	458	368	355
C1_12-18_bin19-k141_2550623_8	IdrP_like_TIER2|GCA_001939735.1|OLQ75249.1	62.5	363	131	4	9	368	3	363	1.22e-161	451	368	363
C1_12-18_bin19-k141_2550623_8	IdrP_like_TIER2|GCA_000967665.1|KJZ16045.1	61.0	364	136	4	9	368	4	365	1.07e-160	449	368	365
C1_12-18_bin19-k141_2550623_8	IdrP_like_TIER2|GCA_000272145.2|OEE78075.1	62.3	361	129	4	11	368	6	362	1.37e-160	448	368	362
C1_12-18_bin19-k141_2550623_8	IdrP_like_TIER2|GCA_009653635.1|MRI32051.1	63.7	355	122	3	16	368	14	363	2.85e-160	447	368	363
C1_12-18_bin19-k141_2550623_8	IdrP_like_TIER2|GCA_002897995.1|GBE44175.1	59.7	355	141	1	16	368	36	390	5.16e-160	448	368	390
C1_12-18_bin19-k141_2550623_8	IdrP_like_TIER2|GCA_002836355.1|PKH06718.1	59.8	363	142	3	9	368	2	363	1.54e-157	441	368	363
C1_12-18_bin19-k141_2550623_8	IdrP_like_TIER2|GCA_002687515.1|MAF46990.1	59.8	351	139	1	20	368	10	360	2.80e-157	440	368	360
C1_12-18_bin19-k141_2550623_8	IdrP_like_TIER2|GCA_002731375.1|MBV37770.1	61.9	341	126	2	31	368	23	362	3.00e-157	440	368	362
C1_12-18_bin19-k141_2550623_8	IdrP_like_TIER2|GCA_003544895.1|AXX96740.1	58.7	366	145	2	5	368	11	372	2.45e-156	438	368	372
C1_12-18_bin19-k141_2550623_8	IdrP_like_TIER2|GCA_002732845.1|PHS79677.1	60.4	361	139	2	12	368	15	375	3.85e-156	437	368	375
C1_12-18_bin19-k141_2550623_8	IdrP_like_TIER2|GCA_002733565.1|PHR90156.1	59.1	367	143	4	5	368	1	363	8.37e-155	434	368	363
C1_12-18_bin19-k141_2550623_8	IdrP_like_TIER2|GCA_002725625.1|MBO31669.1	56.4	374	157	3	1	368	1	374	2.32e-152	428	368	374
C1_12-18_bin19-k141_2550623_8	IdrP_like_TIER2|GCA_007786305.1|TVU69347.1	60.7	336	129	2	35	368	33	367	7.38e-152	426	368	367
C1_12-18_bin19-k141_2550623_8	IdrP_like_TIER2|GCA_002687455.1|MAF55547.1	61.2	340	126	2	35	368	30	369	9.13e-151	424	368	369
C1_12-18_bin19-k141_2550623_9	IdrP_like_TIER2|GCA_001715975.1|ODJ89649.1	86.5	414	56	0	1	414	1	414	5.44e-271	732	414	414
C1_12-18_bin19-k141_2550623_9	IdrP_like_TIER2|GCA_000224455.2|EGV52497.1	74.7	415	101	2	1	414	1	412	8.44e-233	635	414	412
C1_12-18_bin19-k141_2550623_9	IdrP_like_TIER2|GCA_001443665.1|KRT55330.1	74.5	415	102	2	1	414	1	412	6.91e-232	633	414	412
C1_12-18_bin19-k141_2550623_9	IdrP_like_TIER2|GCA_011051715.1|HEB97088.1	74.9	415	100	2	1	414	1	412	5.66e-231	630	414	412
C1_12-18_bin19-k141_2550623_9	IdrP_like_TIER2|GCA_003660225.1|RLJ20877.1	73.5	408	104	2	8	414	8	412	1.20e-225	617	414	412
C1_12-18_bin19-k141_2550623_9	IdrP_like_TIER2|GCA_003660235.1|RLJ20929.1	73.9	410	99	3	8	414	8	412	6.92e-225	615	414	412
C1_12-18_bin19-k141_2550623_9	IdrP_like_TIER2|GCA_003934975.1|RRS37421.1	71.3	408	113	2	8	414	8	412	2.95e-219	601	414	412
C1_12-18_bin19-k141_2550623_9	IdrP_like_TIER2|GCA_000785145.2|KHD08440.1	71.8	358	98	1	52	409	22	376	2.15e-199	549	414	379
C1_12-18_bin19-k141_2550623_9	IdrP_like_TIER2|GCA_011371325.1|HHB91635.1	71.3	359	100	1	51	409	36	391	2.34e-195	540	414	394
C1_12-18_bin19-k141_2550623_9	IdrP_like_TIER2|GCA_003864255.1|RRJ85033.1	65.7	364	122	1	51	414	32	392	4.22e-181	503	414	392
C1_12-18_bin19-k141_2550623_9	IdrP_like_TIER2|GCA_002732845.1|PHS79678.1	66.5	352	111	2	52	401	41	387	5.68e-172	480	414	393
C1_12-18_bin19-k141_2550623_9	IdrP_like_TIER2|GCA_003544895.1|AXX96741.1	65.8	351	117	1	51	401	33	380	9.28e-171	477	414	383
C1_12-18_bin19-k141_2550623_9	IdrP_like_TIER2|GCA_009653635.1|MRI32052.1	55.9	422	171	4	5	414	6	424	6.72e-164	461	414	425
C1_12-18_bin19-k141_2550623_9	IdrP_like_TIER2|GCA_002718255.1|MBI48303.1	62.0	355	132	1	53	407	29	380	1.57e-162	456	414	385
C1_12-18_bin19-k141_2550623_9	IdrP_like_TIER2|GCA_001939735.1|OLQ75250.1	62.8	360	131	1	51	410	51	407	2.94e-161	454	414	409
C1_12-18_bin19-k141_2550623_9	IdrP_like_TIER2|GCA_000283275.1|AFP30182.1	61.9	357	133	1	51	407	91	444	3.31e-160	452	414	449
C1_12-18_bin19-k141_2550623_9	IdrP_like_TIER2|GCA_007786305.1|TVU69348.1	61.1	355	135	1	53	407	32	383	1.08e-158	446	414	388
C1_12-18_bin19-k141_2550623_9	IdrP_like_TIER2|GCA_002687515.1|MAF46991.1	60.1	353	127	3	52	401	34	375	4.72e-157	442	414	376
C1_12-18_bin19-k141_2550623_9	IdrP_like_TIER2|GCA_002731375.1|MBV37769.1	60.2	354	132	2	51	401	28	375	7.70e-157	441	414	380
C1_12-18_bin19-k141_2550623_9	IdrP_like_TIER2|GCA_002876245.1|PML52507.1	59.1	359	144	1	53	411	32	387	1.02e-156	441	414	388
C1_12-18_bin19-k141_2550623_9	IdrP_like_TIER2|GCA_002875145.1|PMP13580.1	59.1	359	144	1	53	411	32	387	1.44e-156	441	414	388
C1_12-18_bin19-k141_2550623_9	IdrP_like_TIER2|GCA_002876485.1|PMO75999.1	59.1	359	144	1	53	411	32	387	2.90e-156	440	414	388
C1_12-18_bin19-k141_2550623_9	IdrP_like_TIER2|GCA_002897995.1|GBE44174.1	59.5	353	136	2	51	401	33	380	5.63e-156	439	414	387
C1_12-18_bin19-k141_2550623_9	IdrP_like_TIER2|GCA_000967665.1|KJZ16046.1	60.4	356	138	1	52	407	67	419	2.85e-155	439	414	424
C1_12-18_bin19-k141_2550623_9	IdrP_like_TIER2|GCA_002687455.1|MAF55548.1	59.4	350	134	2	52	401	33	374	3.23e-155	437	414	377
C1_12-18_bin19-k141_2550623_10	IdrB_TIER2|GCA_001715975.1|ODJ89648.1	86.8	190	25	0	1	190	1	190	3.42e-126	347	191	191
